Date, Time, Capacity
2022-05-15, 12, 61
2022-05-15, 13, 65
2022-05-15, 14, 70
2022-05-15, 15, 72
2022-05-15, 16, 73
2022-05-15, 17, 74
2022-05-15, 18, 74
2022-05-15, 19, 70
2022-05-15, 20, 65
2022-05-15, 21, 59
2022-05-15, 22, 54
2022-05-15, 23, 52
2022-05-16, 0, 53
2022-05-16, 1, 54
2022-05-16, 2, 55
2022-05-16, 3, 55
2022-05-16, 4, 55
2022-05-16, 5, 53
2022-05-16, 6, 53
2022-05-16, 7, 54
2022-05-16, 8, 55
2022-05-16, 9, 57
2022-05-16, 10, 59
2022-05-16, 11, 60
2022-05-16, 12, 60
2022-05-16, 13, 58
2022-05-16, 14, 56
2022-05-16, 15, 57
2022-05-16, 16, 57
2022-05-16, 17, 56
2022-05-16, 18, 56
2022-05-16, 19, 55
2022-05-16, 20, 55
2022-05-16, 21, 55
2022-05-16, 22, 54
2022-05-16, 23, 54
2022-05-17, 0, 54
2022-05-17, 1, 54
2022-05-17, 2, 54
2022-05-17, 3, 53
2022-05-17, 4, 53
2022-05-17, 5, 53
2022-05-17, 6, 54
2022-05-17, 7, 54
2022-05-17, 8, 55
2022-05-17, 9, 57
2022-05-17, 10, 63
2022-05-17, 11, 64
2022-05-17, 12, 67
2022-05-17, 13, 69
2022-05-17, 14, 73
2022-05-17, 15, 69
2022-05-17, 16, 71
2022-05-17, 17, 74
2022-05-17, 18, 73
2022-05-17, 19, 70
2022-05-17, 20, 67
2022-05-17, 21, 63
2022-05-17, 22, 61
2022-05-17, 23, 60
2022-05-18, 0, 58
2022-05-18, 1, 57
2022-05-18, 2, 56
2022-05-18, 3, 56
2022-05-18, 4, 56
2022-05-18, 5, 56
2022-05-18, 6, 56
2022-05-18, 7, 56
2022-05-18, 8, 56
2022-05-18, 9, 56
2022-05-18, 10, 57
2022-05-18, 11, 57
2022-05-18, 12, 58
2022-05-18, 13, 59
2022-05-18, 14, 60
2022-05-18, 15, 61
2022-05-18, 16, 59
2022-05-18, 17, 58
2022-05-18, 18, 59
2022-05-18, 19, 59
2022-05-18, 20, 59
2022-05-18, 21, 59
2022-05-18, 22, 58
2022-05-18, 23, 58
2022-05-19, 0, 57
2022-05-19, 1, 56
2022-05-19, 2, 56
2022-05-19, 3, 55
2022-05-19, 4, 55
2022-05-19, 5, 55
2022-05-19, 6, 55
2022-05-19, 7, 56
2022-05-19, 8, 57
2022-05-19, 9, 59
2022-05-19, 10, 63
2022-05-19, 11, 67
2022-05-19, 12, 70
2022-05-19, 13, 73
2022-05-19, 14, 76
2022-05-19, 15, 79
2022-05-19, 16, 81
2022-05-19, 17, 82
2022-05-19, 18, 83
2022-05-19, 19, 79
2022-05-19, 20, 67
2022-05-19, 21, 61
2022-05-19, 22, 59
2022-05-19, 23, 55
2022-05-20, 0, 54
2022-05-20, 1, 55
2022-05-20, 2, 54
2022-05-20, 3, 53
2022-05-20, 4, 53
2022-05-20, 5, 52
2022-05-20, 6, 54
2022-05-20, 7, 60
2022-05-20, 8, 70
2022-05-20, 9, 73
2022-05-20, 10, 78
2022-05-20, 11, 82
2022-05-20, 12, 86
2022-05-20, 13, 83
2022-05-20, 14, 90
2022-05-20, 15, 88
2022-05-20, 16, 88
2022-05-20, 17, 91
2022-05-20, 18, 84
2022-05-20, 19, 79
2022-05-20, 20, 74
2022-05-20, 21, 70
2022-05-20, 22, 65
2022-05-20, 23, 64
2022-05-21, 0, 60
2022-05-21, 1, 58
2022-05-21, 2, 58
2022-05-21, 3, 57
2022-05-21, 4, 55
2022-05-21, 5, 55
2022-05-21, 6, 55
2022-05-21, 7, 57
2022-05-21, 8, 60
2022-05-21, 9, 61
2022-05-21, 10, 66
2022-05-21, 11, 67
2022-05-21, 12, 70
2022-05-21, 13, 74
2022-05-21, 14, 71
2022-05-21, 15, 71
2022-05-21, 16, 68
2022-05-21, 17, 62
2022-05-21, 18, 59
2022-05-21, 19, 58
2022-05-21, 20, 58
2022-05-21, 21, 57
2022-05-21, 22, 57
2022-05-21, 23, 56
2022-05-22, 0, 54
2022-05-22, 1, 54
2022-05-22, 2, 53
2022-05-22, 3, 54
2022-05-22, 4, 53
2022-05-22, 5, 53
2022-05-22, 6, 53
2022-05-22, 7, 54
2022-05-22, 8, 56
2022-05-22, 9, 57
2022-05-22, 10, 58
2022-05-22, 11, 58
2022-05-22, 12, 59
2022-05-22, 13, 60
2022-05-22, 14, 60
2022-05-22, 15, 61
2022-05-22, 16, 62
2022-05-22, 17, 62
2022-05-22, 18, 62
2022-05-22, 19, 61
2022-05-22, 20, 61
2022-05-22, 21, 56
2022-05-22, 22, 47
2022-05-22, 23, 43
2022-05-23, 0, 43
2022-05-23, 1, 39
2022-05-23, 2, 40
2022-05-23, 3, 38
2022-05-23, 4, 38
2022-05-23, 5, 37
2022-05-23, 6, 39
2022-05-23, 7, 46
2022-05-23, 8, 53
2022-05-23, 9, 59
2022-05-23, 10, 61
2022-05-23, 11, 65
2022-05-23, 12, 68
2022-05-23, 13, 73
2022-05-23, 14, 76
2022-05-23, 15, 77
2022-05-23, 16, 75
2022-05-23, 17, 74
2022-05-23, 18, 73
2022-05-23, 19, 71
2022-05-23, 20, 68
2022-05-23, 21, 62
2022-05-23, 22, 54
2022-05-23, 23, 50
2022-05-24, 0, 53
2022-05-24, 1, 56
2022-05-24, 2, 54
2022-05-24, 3, 57
2022-05-24, 4, 58
2022-05-24, 5, 57
2022-05-24, 6, 57
2022-05-24, 7, 58
2022-05-24, 8, 60
2022-05-24, 9, 59
2022-05-24, 10, 57
2022-05-24, 11, 58
2022-05-24, 12, 59
2022-05-24, 13, 63
2022-05-24, 14, 63
2022-05-24, 15, 61
2022-05-24, 16, 61
2022-05-24, 17, 60
2022-05-24, 18, 60
2022-05-24, 19, 60
2022-05-24, 20, 59
2022-05-24, 21, 59
2022-05-24, 22, 58
2022-05-24, 23, 56
2022-05-25, 0, 56
2022-05-25, 1, 53
2022-05-25, 2, 52
2022-05-25, 3, 51
2022-05-25, 4, 51
2022-05-25, 5, 51
2022-05-25, 6, 51
2022-05-25, 7, 51
2022-05-25, 8, 51
2022-05-25, 9, 52
2022-05-25, 10, 54
2022-05-25, 11, 55
2022-05-25, 12, 57
2022-05-25, 13, 59
2022-05-25, 14, 61
2022-05-25, 15, 62
2022-05-25, 16, 64
2022-05-25, 17, 63
2022-05-25, 18, 62
2022-05-25, 19, 61
2022-05-25, 20, 60
2022-05-25, 21, 59
2022-05-25, 22, 58
2022-05-25, 23, 57
2022-05-26, 0, 57
2022-05-26, 1, 57
2022-05-26, 2, 57
2022-05-26, 3, 57
2022-05-26, 4, 56
2022-05-26, 5, 56
2022-05-26, 6, 57
2022-05-26, 7, 57
2022-05-26, 8, 58
2022-05-26, 9, 59
2022-05-26, 10, 59
2022-05-26, 11, 60
2022-05-26, 12, 63
2022-05-26, 13, 65
2022-05-26, 14, 67
2022-05-26, 15, 72
2022-05-26, 16, 68
2022-05-26, 17, 68
2022-05-26, 18, 67
2022-05-26, 19, 66
2022-05-26, 20, 65
2022-05-26, 21, 63
2022-05-26, 22, 62
2022-05-26, 23, 60
2022-05-27, 0, 60
2022-05-27, 1, 60
2022-05-27, 2, 60
2022-05-27, 3, 60
2022-05-27, 4, 59
2022-05-27, 5, 57
2022-05-27, 6, 56
2022-05-27, 7, 62
2022-05-27, 8, 64
2022-05-27, 9, 66
2022-05-27, 10, 70
2022-05-27, 11, 71
2022-05-27, 12, 76
2022-05-27, 13, 82
2022-05-27, 14, 84
2022-05-27, 15, 88
2022-05-27, 16, 89
2022-05-27, 17, 89
2022-05-27, 18, 87
2022-05-27, 19, 84
2022-05-27, 20, 75
2022-05-27, 21, 70
2022-05-27, 22, 65
2022-05-27, 23, 62
2022-05-28, 0, 60
2022-05-28, 1, 57
2022-05-28, 2, 56
2022-05-28, 3, 53
2022-05-28, 4, 53
2022-05-28, 5, 52
2022-05-28, 6, 59
2022-05-28, 7, 64
2022-05-28, 8, 66
2022-05-28, 9, 69
2022-05-28, 10, 72
2022-05-28, 11, 74
2022-05-28, 12, 71
2022-05-28, 13, 73
2022-05-28, 14, 69
2022-05-28, 15, 74
2022-05-28, 16, 76
2022-05-28, 17, 76
2022-05-28, 18, 78
2022-05-28, 19, 75
2022-05-28, 20, 71
2022-05-28, 21, 71
2022-05-28, 22, 70
2022-05-28, 23, 67
2022-05-29, 0, 62
2022-05-29, 1, 61
2022-05-29, 2, 63
2022-05-29, 3, 62
2022-05-29, 4, 62
2022-05-29, 5, 62
2022-05-29, 6, 63
2022-05-29, 7, 63
2022-05-29, 8, 64
2022-05-29, 9, 63
2022-05-29, 10, 63
2022-05-29, 11, 64
2022-05-29, 12, 63
2022-05-29, 13, 64
2022-05-29, 14, 68
2022-05-29, 15, 67
2022-05-29, 16, 68
2022-05-29, 17, 70
2022-05-29, 18, 69
2022-05-29, 19, 68
2022-05-29, 20, 66
2022-05-29, 21, 62
2022-05-29, 22, 61
2022-05-29, 23, 62
2022-05-30, 0, 63
2022-05-30, 1, 62
2022-05-30, 2, 62
2022-05-30, 3, 62
2022-05-30, 4, 62
2022-05-30, 5, 62
2022-05-30, 6, 62
2022-05-30, 7, 63
2022-05-30, 8, 63
2022-05-30, 9, 63
2022-05-30, 10, 63
2022-05-30, 11, 63
2022-05-30, 12, 62
2022-05-30, 13, 63
2022-05-30, 14, 64
2022-05-30, 15, 63
2022-05-30, 16, 66
2022-05-30, 17, 67
2022-05-30, 18, 71
2022-05-30, 19, 72
2022-05-30, 20, 65
2022-05-30, 21, 64
2022-05-30, 22, 62
2022-05-30, 23, 60
2022-05-31, 0, 56
2022-05-31, 1, 55
2022-05-31, 2, 57
2022-05-31, 3, 58
2022-05-31, 4, 58
2022-05-31, 5, 57
2022-05-31, 6, 58
2022-05-31, 7, 58
2022-05-31, 8, 58
2022-05-31, 9, 57
2022-05-31, 10, 57
2022-05-31, 11, 60
2022-05-31, 12, 59
2022-05-31, 13, 60
2022-05-31, 14, 62
2022-05-31, 15, 65
2022-05-31, 16, 62
2022-05-31, 17, 59
2022-05-31, 18, 61
2022-05-31, 19, 62
2022-05-31, 20, 58
2022-05-31, 21, 57
2022-05-31, 22, 56
2022-05-31, 23, 54
2022-06-01, 0, 52
2022-06-01, 1, 46
2022-06-01, 2, 46
2022-06-01, 3, 38
2022-06-01, 4, 38
2022-06-01, 5, 43
2022-06-01, 6, 46
2022-06-01, 7, 49
2022-06-01, 8, 51
2022-06-01, 9, 54
2022-06-01, 10, 56
2022-06-01, 11, 59
2022-06-01, 12, 64
2022-06-01, 13, 65
2022-06-01, 14, 68
2022-06-01, 15, 68
2022-06-01, 16, 67
2022-06-01, 17, 65
2022-06-01, 18, 65
2022-06-01, 19, 63
2022-06-01, 20, 61
2022-06-01, 21, 59
2022-06-01, 22, 57
2022-06-01, 23, 54
2022-06-02, 0, 53
2022-06-02, 1, 52
2022-06-02, 2, 51
2022-06-02, 3, 52
2022-06-02, 4, 51
2022-06-02, 5, 52
2022-06-02, 6, 53
2022-06-02, 7, 56
2022-06-02, 8, 59
2022-06-02, 9, 60
2022-06-02, 10, 64
2022-06-02, 11, 66
2022-06-02, 12, 67
2022-06-02, 13, 67
2022-06-02, 14, 66
2022-06-02, 15, 65
2022-06-02, 16, 62
2022-06-02, 17, 60
2022-06-02, 18, 59
2022-06-02, 19, 58
2022-06-02, 20, 57
2022-06-02, 21, 57
2022-06-02, 22, 57
2022-06-02, 23, 57
2022-06-03, 0, 57
2022-06-03, 1, 57
2022-06-03, 2, 57
2022-06-03, 3, 57
2022-06-03, 4, 57
2022-06-03, 5, 57
2022-06-03, 6, 57
2022-06-03, 7, 58
2022-06-03, 8, 60
2022-06-03, 9, 62
2022-06-03, 10, 62
2022-06-03, 11, 64
2022-06-03, 12, 68
2022-06-03, 13, 66
2022-06-03, 14, 75
2022-06-03, 15, 75
2022-06-03, 16, 76
2022-06-03, 17, 78
2022-06-03, 18, 75
2022-06-03, 19, 74
2022-06-03, 20, 64
2022-06-03, 21, 60
2022-06-03, 22, 55
2022-06-03, 23, 54
2022-06-04, 0, 57
2022-06-04, 1, 57
2022-06-04, 2, 56
2022-06-04, 3, 56
2022-06-04, 4, 56
2022-06-04, 5, 56
2022-06-04, 6, 56
2022-06-04, 7, 57
2022-06-04, 8, 57
2022-06-04, 9, 59
2022-06-04, 10, 59
2022-06-04, 11, 59
2022-06-04, 12, 62
2022-06-04, 13, 63
2022-06-04, 14, 62
2022-06-04, 15, 62
2022-06-04, 16, 60
2022-06-04, 17, 60
2022-06-04, 18, 60
2022-06-04, 19, 61
2022-06-04, 20, 60
2022-06-04, 21, 59
2022-06-04, 22, 58
2022-06-04, 23, 57
2022-06-05, 0, 57
2022-06-05, 1, 57
2022-06-05, 2, 56
2022-06-05, 3, 55
2022-06-05, 4, 54
2022-06-05, 5, 54
2022-06-05, 6, 54
2022-06-05, 7, 54
2022-06-05, 8, 57
2022-06-05, 9, 60
2022-06-05, 10, 59
2022-06-05, 11, 60
2022-06-05, 12, 66
2022-06-05, 13, 64
2022-06-05, 14, 67
2022-06-05, 15, 64
2022-06-05, 16, 66
2022-06-05, 17, 60
2022-06-05, 18, 63
2022-06-05, 19, 60
2022-06-05, 20, 55
2022-06-05, 21, 53
2022-06-05, 22, 52
2022-06-05, 23, 52
2022-06-06, 0, 51
2022-06-06, 1, 51
2022-06-06, 2, 50
2022-06-06, 3, 51
2022-06-06, 4, 50
2022-06-06, 5, 51
2022-06-06, 6, 52
2022-06-06, 7, 53
2022-06-06, 8, 54
2022-06-06, 9, 56
2022-06-06, 10, 56
2022-06-06, 11, 58
2022-06-06, 12, 58
2022-06-06, 13, 58
2022-06-06, 14, 60
2022-06-06, 15, 61
2022-06-06, 16, 63
2022-06-06, 17, 67
2022-06-06, 18, 65
2022-06-06, 19, 65
2022-06-06, 20, 64
2022-06-06, 21, 61
2022-06-06, 22, 59
2022-06-06, 23, 58
2022-06-07, 0, 58
2022-06-07, 1, 60
2022-06-07, 2, 60
2022-06-07, 3, 60
2022-06-07, 4, 59
2022-06-07, 5, 60
2022-06-07, 6, 63
2022-06-07, 7, 69
2022-06-07, 8, 71
2022-06-07, 9, 72
2022-06-07, 10, 73
2022-06-07, 11, 75
2022-06-07, 12, 78
2022-06-07, 13, 78
2022-06-07, 14, 76
2022-06-07, 15, 75
2022-06-07, 16, 73
2022-06-07, 17, 71
2022-06-07, 18, 72
2022-06-07, 19, 72
2022-06-07, 20, 71
2022-06-07, 21, 70
2022-06-07, 22, 65
2022-06-07, 23, 68
2022-06-08, 0, 61
2022-06-08, 1, 59
2022-06-08, 2, 57
2022-06-08, 3, 57
2022-06-08, 4, 57
2022-06-08, 5, 57
2022-06-08, 6, 60
2022-06-08, 7, 65
2022-06-08, 8, 69
2022-06-08, 9, 70
2022-06-08, 10, 71
2022-06-08, 11, 73
2022-06-08, 12, 73
2022-06-08, 13, 71
2022-06-08, 14, 71
2022-06-08, 15, 70
2022-06-08, 16, 69
2022-06-08, 17, 68
2022-06-08, 18, 67
2022-06-08, 19, 67
2022-06-08, 20, 64
2022-06-08, 21, 60
2022-06-08, 22, 59
2022-06-08, 23, 53
2022-06-09, 0, 48
2022-06-09, 1, 48
2022-06-09, 2, 47
2022-06-09, 3, 49
2022-06-09, 4, 50
2022-06-09, 5, 51
2022-06-09, 6, 54
2022-06-09, 7, 56
2022-06-09, 8, 59
2022-06-09, 9, 60
2022-06-09, 10, 62
2022-06-09, 11, 66
2022-06-09, 12, 66
2022-06-09, 13, 67
2022-06-09, 14, 70
2022-06-09, 15, 72
2022-06-09, 16, 72
2022-06-09, 17, 71
2022-06-09, 18, 69
2022-06-09, 19, 67
2022-06-09, 20, 64
2022-06-09, 21, 63
2022-06-09, 22, 61
2022-06-09, 23, 61
2022-06-10, 0, 60
2022-06-10, 1, 60
2022-06-10, 2, 60
2022-06-10, 3, 59
2022-06-10, 4, 60
2022-06-10, 5, 60
2022-06-10, 6, 60
2022-06-10, 7, 60
2022-06-10, 8, 62
2022-06-10, 9, 63
2022-06-10, 10, 64
2022-06-10, 11, 65
2022-06-10, 12, 67
2022-06-10, 13, 70
2022-06-10, 14, 70
2022-06-10, 15, 67
2022-06-10, 16, 67
2022-06-10, 17, 68
2022-06-10, 18, 66
2022-06-10, 19, 66
2022-06-10, 20, 64
2022-06-10, 21, 64
2022-06-10, 22, 62
2022-06-10, 23, 60
2022-06-11, 0, 59
2022-06-11, 1, 59
2022-06-11, 2, 58
2022-06-11, 3, 58
2022-06-11, 4, 58
2022-06-11, 5, 59
2022-06-11, 6, 60
2022-06-11, 7, 60
2022-06-11, 8, 61
2022-06-11, 9, 64
2022-06-11, 10, 65
2022-06-11, 11, 65
2022-06-11, 12, 67
2022-06-11, 13, 65
2022-06-11, 14, 67
2022-06-11, 15, 69
2022-06-11, 16, 65
2022-06-11, 17, 63
2022-06-11, 18, 64
2022-06-11, 19, 63
2022-06-11, 20, 62
2022-06-11, 21, 62
2022-06-11, 22, 61
2022-06-11, 23, 60
2022-06-12, 0, 59
2022-06-12, 1, 58
2022-06-12, 2, 57
2022-06-12, 3, 57
2022-06-12, 4, 56
2022-06-12, 5, 57
2022-06-12, 6, 59
2022-06-12, 7, 61
2022-06-12, 8, 62
2022-06-12, 9, 64
2022-06-12, 10, 64
2022-06-12, 11, 66
2022-06-12, 12, 72
2022-06-12, 13, 73
2022-06-12, 14, 68
2022-06-12, 15, 70
2022-06-12, 16, 73
2022-06-12, 17, 68
2022-06-12, 18, 67
2022-06-12, 19, 65
2022-06-12, 20, 65
2022-06-12, 21, 64
2022-06-12, 22, 63
2022-06-12, 23, 62
2022-06-13, 0, 61
2022-06-13, 1, 59
2022-06-13, 2, 59
2022-06-13, 3, 60
2022-06-13, 4, 59
2022-06-13, 5, 59
2022-06-13, 6, 60
2022-06-13, 7, 60
2022-06-13, 8, 60
2022-06-13, 9, 63
2022-06-13, 10, 66
2022-06-13, 11, 67
2022-06-13, 12, 65
2022-06-13, 13, 65
2022-06-13, 14, 66
2022-06-13, 15, 67
2022-06-13, 16, 67
2022-06-13, 17, 68
2022-06-13, 18, 64
2022-06-13, 19, 66
2022-06-13, 20, 65
2022-06-13, 21, 62
2022-06-13, 22, 61
2022-06-13, 23, 59
2022-06-14, 0, 58
2022-06-14, 1, 57
2022-06-14, 2, 56
2022-06-14, 3, 54
2022-06-14, 4, 53
2022-06-14, 5, 54
2022-06-14, 6, 57
2022-06-14, 7, 60
2022-06-14, 8, 63
2022-06-14, 9, 65
2022-06-14, 10, 65
2022-06-14, 11, 65
2022-06-14, 12, 64
2022-06-14, 13, 67
2022-06-14, 14, 69
2022-06-14, 15, 71
2022-06-14, 16, 75
2022-06-14, 17, 74
2022-06-14, 18, 76
2022-06-14, 19, 71
2022-06-14, 20, 68
2022-06-14, 21, 67
2022-06-14, 22, 64
2022-06-14, 23, 62
2022-06-15, 0, 60
2022-06-15, 1, 60
2022-06-15, 2, 57
2022-06-15, 3, 57
2022-06-15, 4, 55
2022-06-15, 5, 58
2022-06-15, 6, 60
2022-06-15, 7, 61
2022-06-15, 8, 62
2022-06-15, 9, 63
2022-06-15, 10, 65
2022-06-15, 11, 65
2022-06-15, 12, 65
2022-06-15, 13, 66
2022-06-15, 14, 67
2022-06-15, 15, 68
2022-06-15, 16, 70
2022-06-15, 17, 68
2022-06-15, 18, 69
2022-06-15, 19, 68
2022-06-15, 20, 68
2022-06-15, 21, 67
2022-06-15, 22, 65
2022-06-15, 23, 64
2022-06-16, 0, 63
2022-06-16, 1, 62
2022-06-16, 2, 62
2022-06-16, 3, 62
2022-06-16, 4, 61
2022-06-16, 5, 62
2022-06-16, 6, 62
2022-06-16, 7, 62
2022-06-16, 8, 64
2022-06-16, 9, 65
2022-06-16, 10, 64
2022-06-16, 11, 65
2022-06-16, 12, 68
2022-06-16, 13, 66
2022-06-16, 14, 66
2022-06-16, 15, 65
2022-06-16, 16, 68
2022-06-16, 17, 68
2022-06-16, 18, 66
2022-06-16, 19, 67
2022-06-16, 20, 65
2022-06-16, 21, 64
2022-06-16, 22, 63
2022-06-16, 23, 61
2022-06-17, 0, 59
2022-06-17, 1, 59
2022-06-17, 2, 58
2022-06-17, 3, 57
2022-06-17, 4, 56
2022-06-17, 5, 57
2022-06-17, 6, 58
2022-06-17, 7, 62
2022-06-17, 8, 65
2022-06-17, 9, 69
2022-06-17, 10, 68
2022-06-17, 11, 69
2022-06-17, 12, 68
2022-06-17, 13, 68
2022-06-17, 14, 63
2022-06-17, 15, 61
2022-06-17, 16, 60
2022-06-17, 17, 60
2022-06-17, 18, 59
2022-06-17, 19, 60
2022-06-17, 20, 60
2022-06-17, 21, 59
2022-06-17, 22, 59
2022-06-17, 23, 60
2022-06-18, 0, 60
2022-06-18, 1, 60
2022-06-18, 2, 60
2022-06-18, 3, 60
2022-06-18, 4, 62
2022-06-18, 5, 62
2022-06-18, 6, 63
2022-06-18, 7, 65
2022-06-18, 8, 68
2022-06-18, 9, 71
2022-06-18, 10, 72
2022-06-18, 11, 76
2022-06-18, 12, 77
2022-06-18, 13, 74
2022-06-18, 14, 68
2022-06-18, 15, 67
2022-06-18, 16, 64
2022-06-18, 17, 64
2022-06-18, 18, 62
2022-06-18, 19, 63
2022-06-18, 20, 64
2022-06-18, 21, 63
2022-06-18, 22, 59
2022-06-18, 23, 57
2022-06-19, 0, 57
2022-06-19, 1, 57
2022-06-19, 2, 57
2022-06-19, 3, 56
2022-06-19, 4, 56
2022-06-19, 5, 56
2022-06-19, 6, 58
2022-06-19, 7, 58
2022-06-19, 8, 59
2022-06-19, 9, 62
2022-06-19, 10, 66
2022-06-19, 11, 67
2022-06-19, 12, 68
2022-06-19, 13, 67
2022-06-19, 14, 64
2022-06-19, 15, 60
2022-06-19, 16, 58
2022-06-19, 17, 57
2022-06-19, 18, 55
2022-06-19, 19, 56
2022-06-19, 20, 56
2022-06-19, 21, 56
2022-06-19, 22, 55
2022-06-19, 23, 54
2022-06-20, 0, 52
2022-06-20, 1, 53
2022-06-20, 2, 52
2022-06-20, 3, 50
2022-06-20, 4, 50
2022-06-20, 5, 52
2022-06-20, 6, 51
2022-06-20, 7, 52
2022-06-20, 8, 53
2022-06-20, 9, 54
2022-06-20, 10, 56
2022-06-20, 11, 56
2022-06-20, 12, 57
2022-06-20, 13, 60
2022-06-20, 14, 62
2022-06-20, 15, 61
2022-06-20, 16, 59
2022-06-20, 17, 60
2022-06-20, 18, 62
2022-06-20, 19, 58
2022-06-20, 20, 56
2022-06-20, 21, 57
2022-06-20, 22, 55
2022-06-20, 23, 54
2022-06-21, 0, 55
2022-06-21, 1, 53
2022-06-21, 2, 52
2022-06-21, 3, 51
2022-06-21, 4, 51
2022-06-21, 5, 51
2022-06-21, 6, 52
2022-06-21, 7, 52
2022-06-21, 8, 53
2022-06-21, 9, 54
2022-06-21, 10, 58
2022-06-21, 11, 60
2022-06-21, 12, 62
2022-06-21, 13, 64
2022-06-21, 14, 67
2022-06-21, 15, 70
2022-06-21, 16, 70
2022-06-21, 17, 67
2022-06-21, 18, 65
2022-06-21, 19, 64
2022-06-21, 20, 62
2022-06-21, 21, 61
2022-06-21, 22, 58
2022-06-21, 23, 56
2022-06-22, 0, 56
2022-06-22, 1, 54
2022-06-22, 2, 54
2022-06-22, 3, 54
2022-06-22, 4, 53
2022-06-22, 5, 54
2022-06-22, 6, 55
2022-06-22, 7, 55
2022-06-22, 8, 57
2022-06-22, 9, 59
2022-06-22, 10, 59
2022-06-22, 11, 60
2022-06-22, 12, 61
2022-06-22, 13, 63
2022-06-22, 14, 62
2022-06-22, 15, 63
2022-06-22, 16, 63
2022-06-22, 17, 63
2022-06-22, 18, 62
2022-06-22, 19, 63
2022-06-22, 20, 63
2022-06-22, 21, 62
2022-06-22, 22, 61
2022-06-22, 23, 60
2022-06-23, 0, 59
2022-06-23, 1, 59
2022-06-23, 2, 59
2022-06-23, 3, 58
2022-06-23, 4, 59
2022-06-23, 5, 60
2022-06-23, 6, 61
2022-06-23, 7, 61
2022-06-23, 8, 61
2022-06-23, 9, 63
2022-06-23, 10, 62
2022-06-23, 11, 62
2022-06-23, 12, 62
2022-06-23, 13, 62
2022-06-23, 14, 63
2022-06-23, 15, 63
2022-06-23, 16, 63
2022-06-23, 17, 62
2022-06-23, 18, 63
2022-06-23, 19, 62
2022-06-23, 20, 62
2022-06-23, 21, 62
2022-06-23, 22, 62
2022-06-23, 23, 60
2022-06-24, 0, 59
2022-06-24, 1, 57
2022-06-24, 2, 55
2022-06-24, 3, 53
2022-06-24, 4, 52
2022-06-24, 5, 53
2022-06-24, 6, 54
2022-06-24, 7, 56
2022-06-24, 8, 60
2022-06-24, 9, 64
2022-06-24, 10, 64
2022-06-24, 11, 60
2022-06-24, 12, 63
2022-06-24, 13, 65
2022-06-24, 14, 65
2022-06-24, 15, 67
2022-06-24, 16, 70
2022-06-24, 17, 68
2022-06-24, 18, 66
2022-06-24, 19, 64
2022-06-24, 20, 58
2022-06-24, 21, 57
2022-06-24, 22, 57
2022-06-24, 23, 55
2022-06-25, 0, 54
2022-06-25, 1, 51
2022-06-25, 2, 50
2022-06-25, 3, 49
2022-06-25, 4, 49
2022-06-25, 5, 49
2022-06-25, 6, 51
2022-06-25, 7, 53
2022-06-25, 8, 55
2022-06-25, 9, 57
2022-06-25, 10, 60
2022-06-25, 11, 61
2022-06-25, 12, 63
2022-06-25, 13, 61
2022-06-25, 14, 62
2022-06-25, 15, 62
2022-06-25, 16, 61
2022-06-25, 17, 62
2022-06-25, 18, 64
2022-06-25, 19, 65
2022-06-25, 20, 62
2022-06-25, 21, 61
2022-06-25, 22, 60
2022-06-25, 23, 61
2022-06-26, 0, 62
2022-06-26, 1, 60
2022-06-26, 2, 59
2022-06-26, 3, 59
2022-06-26, 4, 57
2022-06-26, 5, 56
2022-06-26, 6, 60
2022-06-26, 7, 60
2022-06-26, 8, 61
2022-06-26, 9, 60
2022-06-26, 10, 59
2022-06-26, 11, 57
2022-06-26, 12, 62
2022-06-26, 13, 65
2022-06-26, 14, 65
2022-06-26, 15, 63
2022-06-26, 16, 59
2022-06-26, 17, 56
2022-06-26, 18, 63
2022-06-26, 19, 62
2022-06-26, 20, 61
2022-06-26, 21, 60
2022-06-26, 22, 59
2022-06-26, 23, 57
2022-06-27, 0, 53
2022-06-27, 1, 51
2022-06-27, 2, 46
2022-06-27, 3, 45
2022-06-27, 4, 46
2022-06-27, 5, 45
2022-06-27, 6, 45
2022-06-27, 7, 51
2022-06-27, 8, 56
2022-06-27, 9, 63
2022-06-27, 10, 65
2022-06-27, 11, 68
2022-06-27, 12, 70
2022-06-27, 13, 72
2022-06-27, 14, 73
2022-06-27, 15, 75
2022-06-27, 16, 77
2022-06-27, 17, 77
2022-06-27, 18, 77
2022-06-27, 19, 75
2022-06-27, 20, 65
2022-06-27, 21, 56
2022-06-27, 22, 52
2022-06-27, 23, 48
2022-06-28, 0, 46
2022-06-28, 1, 45
2022-06-28, 2, 43
2022-06-28, 3, 43
2022-06-28, 4, 43
2022-06-28, 5, 45
2022-06-28, 6, 49
2022-06-28, 7, 56
2022-06-28, 8, 63
2022-06-28, 9, 65
2022-06-28, 10, 70
2022-06-28, 11, 73
2022-06-28, 12, 77
2022-06-28, 13, 81
2022-06-28, 14, 85
2022-06-28, 15, 87
2022-06-28, 16, 86
2022-06-28, 17, 87
2022-06-28, 18, 86
2022-06-28, 19, 83
2022-06-28, 20, 73
2022-06-28, 21, 65
2022-06-28, 22, 60
2022-06-28, 23, 58
2022-06-29, 0, 56
2022-06-29, 1, 55
2022-06-29, 2, 53
2022-06-29, 3, 53
2022-06-29, 4, 53
2022-06-29, 5, 54
2022-06-29, 6, 57
2022-06-29, 7, 64
